OTUID,A,B,stat,p.value,Group,Domain,Phylum,Phylum_mod,Class,Order,Family,Genus,Species,OTUID.1, cummulative_abund,P26.2010.06.10m,P26.2010.06.25m,P26.2010.06.50m,P26.2010.06.100m,P26.2010.08.10m,P26.2010.08.25m,P26.2010.08.50m,P26.2010.08.100m,P26.2011.02.10m,P26.2011.02.25m,P26.2011.02.50m,P26.2011.02.100m,P26.2011.06.10m,P26.2011.06.25m,P26.2011.06.50m,P26.2011.06.100m,P26.2011.08.10m,P26.2011.08.25m,P26.2011.08.50m,P26.2011.08.100m,P26.2012.02.10m,P26.2012.02.25m,P26.2012.02.50m,P26.2012.02.100m,P26.2012.06.10m,P26.2012.06.25m,P26.2012.06.50m,P26.2012.06.100m,P26.2012.08.10m,P26.2012.08.25m,P26.2012.08.50m,P26.2012.08.100m,P26.2013.02.10m,P26.2013.02.25m,P26.2013.02.50m,P26.2013.02.100m,P26.2013.06.10m,P26.2013.06.25m,P26.2013.06.50m,P26.2013.06.100m,P26.2013.08.10m,P26.2013.08.50m,P26.2014.02.10m,P26.2014.02.25m,P26.2014.02.50m,P26.2014.02.100m,P26.2014.06.10m,P26.2014.06.25m,P26.2014.06.50m,P26.2014.08.10m,P26.2014.08.25m,P26.2014.08.50m,P26.2014.08.100m,P26.2015.02.10m,P26.2015.02.25m,P26.2015.02.50m,P26.2015.02.100m,P26.2015.06.10m,P26.2015.06.25m,P26.2015.06.50m,P26.2015.06.100m,P26.2015.08.10m,P26.2015.08.25m,P26.2015.08.50m,P26.2015.08.100m,P26.2016.02.10m,P26.2016.02.25m,P26.2016.02.50m,P26.2016.02.100m
OTU_1274,0.6249,0.8519,0.73,0.006,Yes,D_0__Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,Ambiguous_taxa,Ambiguous_taxa,OTU_1274,0.014261019,0,0,0,8.40E-06,0,0,2.17E-05,0.000113196,0.000111576,0.000149056,0.000169645,9.94E-05,0,0,0,0.000307974,0,0,0,7.80E-05,0.000508774,0.00034521,0.000487927,0.00064293,0,0,0,0.000168978,0,0,2.01E-05,0.000180497,0.000288048,0.000115528,0.000309337,0.000220671,0,0,5.90E-05,0.000290435,0,0,0.000367835,0.000463219,0.000280858,0.000216994,0,6.13E-06,7.12E-05,0,0,0.000544096,3.08E-05,0.000255954,0.000169707,0.000258473,0.00032137,6.07E-06,0,2.89E-05,3.24E-05,1.55E-05,9.44E-06,5.73E-05,0.000881717,0.000431237,0.000247467,0.000220978,0.000226076
OTU_275,0.8087,0.6296,0.714,0.007,Yes,D_0__Bacteria,Verrucomicrobia,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,,OTU_275,0.00727779,0,0,0,0.000554692,0,0,0,0.000330154,1.86E-05,2.63E-05,3.39E-05,8.13E-05,7.88E-06,0,0,0,0,1.03E-05,0,0,5.36E-05,4.11E-05,2.17E-05,3.33E-05,0,0,0,4.10E-05,0,0,0,0.000280245,1.60E-05,1.44E-05,1.03E-05,4.14E-05,0,0,0,0.000119286,0,0,0.000281848,0.000273466,0.000177062,0.000346017,0,0,1.42E-05,0,0,5.98E-06,0.000208104,7.82E-05,5.09E-05,2.28E-05,0.000397627,0,0,0,0.000535031,0,0,0,4.11E-05,0.000193091,0.000239734,0.000129539,0.000291519
OTU_1023,0.6915,0.8148,0.751,0.007,Yes,D_0__Bacteria,Cyanobacteria,Cyanobacteria,Oxyphotobacteria,,,,,OTU_1023,0.005215704,0,0,0,0,6.20E-05,3.06E-05,0.000368165,0,0,2.63E-05,2.54E-05,2.71E-05,0,0,0,0,1.07E-05,0,0,0,6.25E-05,4.11E-05,1.08E-05,2.22E-05,0,0,0,8.19E-05,9.13E-05,3.15E-05,0.000160861,0,1.60E-05,0,1.03E-05,5.06E-05,0,0,9.17E-05,0,1.94E-05,0.00021302,8.12E-05,3.91E-05,8.55E-05,0.000117294,0,0,0.000484489,5.82E-05,3.73E-05,0.000382661,3.85E-05,7.11E-05,5.09E-05,4.56E-05,7.63E-05,0,0,0.000144487,0,3.88E-05,1.89E-05,0.000250539,2.74E-05,1.93E-05,4.64E-05,7.62E-06,2.38E-05
OTU_1346,0.8699,0.9512,0.91,0.001,No,D_0__Bacteria,,Bacteria,,,,,,OTU_1346,0.005564725,9.49E-05,0.00013067,9.29E-05,0,0.000283376,0.00071799,4.33E-05,4.72E-05,6.51E-05,5.26E-05,6.79E-05,3.61E-05,5.51E-05,6.08E-05,7.56E-05,1.50E-05,0.000128102,6.20E-05,1.88E-05,4.33E-05,1.79E-05,9.04E-05,4.34E-05,5.54E-05,8.20E-05,6.29E-05,0.000179047,5.12E-06,3.91E-05,1.89E-05,1.51E-05,9.50E-05,9.60E-05,0.000173293,0.000139202,3.68E-05,6.86E-05,8.14E-05,0,0,7.27E-05,3.23E-05,9.55E-06,0,6.11E-06,0,3.93E-05,6.13E-06,1.42E-05,0,1.49E-05,0,7.71E-06,4.98E-05,4.24E-05,2.28E-05,0,5.46E-05,2.74E-05,2.31E-05,0,0,0,0,4.57E-06,6.44E-06,7.73E-06,7.62E-06,0
OTU_426,0.7819,1,0.884,0.001,No,D_0__Bacteria,,Bacteria,,,,,,OTU_426,0.019214597,0.000261103,0.000214672,0.000185885,0.000159684,0.000203677,0.000145126,1.44E-05,5.66E-05,0.000111576,0.000184128,0.000212057,0.000144527,0.00014175,0.000191012,0.000140424,0.000157743,0.000160128,0.000144758,0.000131601,0.000103962,0.000187443,0.000172605,0.000151799,0.000210615,0.000860568,0.000745746,0.000402856,0.000419884,0.00030649,0.000264256,0.0002614,0.000113998,0.00094949,0.000974771,0.000680542,0.000266645,0.000313735,0.000261643,7.86E-05,0.000150404,9.69E-05,0.000290482,7.17E-05,7.26E-05,3.66E-05,3.52E-05,0.000104908,0.000128775,0.000121122,3.23E-05,5.97E-05,4.19E-05,6.94E-05,0.000113758,0.000178193,0.000182451,2.18E-05,0.000121317,0.000102635,0.00010981,0.000145918,4.66E-05,5.66E-05,5.01E-05,2.74E-05,1.29E-05,3.87E-05,3.81E-05,1.19E-05
OTU_968,0.7712,0.9268,0.845,0.009,No,D_0__Bacteria,,Bacteria,,,,,,OTU_968,0.021020254,4.75E-05,0.000140004,0.000144577,0,9.74E-05,9.17E-05,0.000382602,0,0.00023245,0.000315648,0.000212057,0.000162593,0.000448875,0.000581718,0.000378064,0,0.000213504,0.000134418,0.000112801,1.73E-05,6.25E-05,0.00011507,7.59E-05,0.000144105,0.003370556,0.001787993,0.000290951,5.12E-05,2.61E-05,3.78E-05,0.000226211,4.75E-06,0.000272045,0.000303262,0.000561963,0.000170101,0.000176476,0.0002035,6.55E-05,0,0.000203532,0.000271116,3.34E-05,1.67E-05,2.44E-05,2.35E-05,0.000111464,9.20E-05,0.000128247,3.88E-05,6.71E-05,0.000107623,7.71E-06,0.000127977,7.64E-05,0.00021286,0,0.000242633,0.000218955,1.16E-05,1.62E-05,0,0,0.000322121,4.57E-06,0.000115855,0.0001624,0.000160018,4.76E-05
OTU_496,0.7292,0.9756,0.843,0.002,No,D_0__Bacteria,,Bacteria,,,,,,OTU_496,0.027698793,0.000427259,0.000373343,0.000413078,0,0.000150544,0.000122211,0.000216567,0.000113196,0.000353324,0.000324416,0.000415631,0.000243889,0.000338625,0.000286518,0.000734524,0.000195301,2.14E-05,2.07E-05,4.70E-05,9.53E-05,8.93E-05,4.11E-05,8.67E-05,6.65E-05,0.002315337,0.001859872,0.001163806,0.000435246,0.00018259,0.000213921,0.000351884,4.75E-06,0.000229371,0.000173293,0.000288715,0.000165504,0.001215722,0.001000058,0.000543866,0,9.69E-06,2.58E-05,0.000162421,9.49E-05,0.000225907,0.000170076,0.000104908,3.68E-05,0.00047024,0,0,0.000275037,0,0.000298614,0.000305473,0.000433322,1.63E-05,0.000394279,9.58E-05,1.73E-05,1.62E-05,0,0,0.000379387,0.000114212,6.44E-06,3.09E-05,3.05E-05,7.73E-05
OTU_1275,0.7398,0.9512,0.839,0.001,No,D_0__Bacteria,,Bacteria,,,,,,OTU_1275,0.0055659,4.75E-05,7.47E-05,6.20E-05,8.40E-06,0.000159399,0.000114573,0.000108284,1.89E-05,6.51E-05,5.26E-05,4.24E-05,3.61E-05,9.45E-05,0.000164965,0.000205235,7.51E-06,0.000202829,9.31E-05,0.000122201,4.33E-05,0.000133888,0.00011507,0.000195171,7.76E-05,0.000122938,1.80E-05,2.24E-05,0,5.22E-05,3.15E-05,3.52E-05,1.42E-05,0.000106684,7.94E-05,4.64E-05,2.30E-05,6.86E-05,8.14E-05,0.000111394,0,9.69E-06,5.16E-05,4.78E-06,0,1.22E-05,0,1.31E-05,0,7.12E-06,4.53E-05,8.95E-05,5.98E-05,4.62E-05,0,1.70E-05,1.52E-05,0,6.07E-06,6.84E-06,0,0,7.76E-06,1.89E-05,0.00028633,5.48E-05,6.44E-06,2.32E-05,0,0
OTU_1413,0.7974,0.8537,0.825,0.009,No,D_0__Bacteria,,Bacteria,,,,,,OTU_1413,0.012269819,0.000189893,0.000121337,0.00013425,0,0.000106266,1.53E-05,0.000115503,0,0.000111576,0.000149056,0.000195092,8.13E-05,1.58E-05,1.74E-05,2.16E-05,0,0.000587136,0.000351556,0,0,8.93E-06,4.11E-05,3.25E-05,5.54E-05,0.001301096,0.001015292,0.000156666,1.54E-05,0.000841218,0.000226505,2.01E-05,0,0.000106684,0.000144411,0.000108268,2.76E-05,0.000460798,0.0002849,0,5.19E-06,0.000116304,7.10E-05,1.91E-05,0,6.11E-06,1.17E-05,7.21E-05,5.52E-05,7.12E-06,1.29E-05,2.98E-05,2.39E-05,0,9.95E-05,0.000254561,0.000136838,5.45E-06,0.000175909,0.00011632,4.62E-05,0,5.43E-05,9.44E-06,0,0,1.93E-05,2.32E-05,2.29E-05,1.19E-05
OTU_390,0.7526,0.9024,0.824,0.025,No,D_0__Bacteria,,Bacteria,,,,,,OTU_390,0.028096262,0.001127489,0.001082696,0.001135965,5.88E-05,8.86E-06,4.58E-05,0.000418697,1.89E-05,0.00018596,0.00017536,0.000135716,9.94E-05,0.00033075,0.000286518,0.000388865,7.51E-05,0,1.03E-05,9.40E-06,6.93E-05,0.000142814,0.000197263,0.000173485,0.000254955,0.000655671,0.000817625,0.000693807,0.001013866,0,6.29E-06,0.001156191,4.75E-06,0.000117353,0.00012997,0.000139202,0.000110336,0.002088297,0.00188383,0.000661813,3.63E-05,0,0,0.0002293,0.000122781,0.000232013,0.000252182,0.000157362,9.20E-05,0.000142497,1.29E-05,1.49E-05,0.000400598,6.94E-05,0.000263064,0.000305473,0.000190053,6.54E-05,0.000115251,1.37E-05,0.000144487,5.40E-06,6.98E-05,3.78E-05,0.000128848,1.37E-05,9.01E-05,6.19E-05,0.000106679,0.000101139
OTU_1292,0.7414,0.9024,0.818,0.035,No,D_0__Bacteria,,Bacteria,,,,,,OTU_1292,0.008054846,0.000807045,0.000513347,0.000557655,1.68E-05,8.86E-06,1.53E-05,7.22E-06,0,5.58E-05,7.89E-05,5.94E-05,5.42E-05,3.94E-05,3.47E-05,5.40E-05,1.50E-05,9.61E-05,5.17E-05,3.76E-05,0,4.46E-05,2.47E-05,5.42E-05,5.54E-05,0.000112693,4.49E-05,8.95E-05,1.02E-05,0.000378222,0.000201338,5.03E-06,0,0.000218703,0.00040435,0.00016498,0.000156309,1.96E-05,1.16E-05,6.55E-06,1.04E-05,0,6.46E-06,9.55E-06,1.12E-05,6.11E-06,1.76E-05,2.62E-05,1.23E-05,7.12E-06,0.000116413,0.000126794,5.98E-06,2.31E-05,6.40E-05,5.94E-05,4.56E-05,5.45E-06,2.43E-05,6.84E-06,0,5.40E-06,8.54E-05,0.000103825,2.86E-05,0,6.44E-05,5.41E-05,8.38E-05,4.16E-05
OTU_702,0.9353,0.6829,0.799,0.002,No,D_0__Bacteria,,Bacteria,,,,,,OTU_702,0.030350736,0.001032543,0.000802688,0.001012041,1.68E-05,0,0,0,0,9.30E-06,0,8.48E-06,9.03E-06,0.00011025,0.000112871,0.000507685,0.000150231,0,0,6.58E-05,7.80E-05,0.00066944,0.000517815,0.000563826,0.000764865,0.003616433,0.004312746,0.00510284,0.000337955,0,0,0,9.50E-06,5.33E-05,2.17E-05,3.09E-05,3.22E-05,0,3.49E-05,1.97E-05,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220405,0.000152737,0.000418117,2.18E-05,0,6.84E-06,3.47E-05,5.40E-06,0,0,0,4.57E-06,3.22E-05,1.55E-05,0,0
OTU_777,0.7259,0.878,0.798,0.028,No,D_0__Bacteria,,Bacteria,,,,,,OTU_777,0.021049143,0.000545942,0.000438678,0.000330462,0.000142875,0,0,0.00012994,0.000169794,0.00018596,0.000113984,9.33E-05,0.000162593,5.51E-05,0.00018233,1.08E-05,3.00E-05,0,0,2.82E-05,1.73E-05,0.00025885,0.000221921,0.000260227,0.000210615,0.002571458,0.001365703,0.000604284,2.05E-05,6.52E-06,3.78E-05,7.04E-05,2.85E-05,0.000533422,0.001054197,0.00057743,0.000294229,0.000392168,0.000238386,3.93E-05,3.63E-05,0,0.00020011,0.000358281,0.000334857,0.000384653,0.000363611,4.59E-05,3.68E-05,0.00022087,0,0,5.98E-05,4.62E-05,0.000120867,0.000101824,6.08E-05,4.36E-05,0,4.79E-05,2.89E-05,5.40E-05,0,0,0.00012169,6.85E-05,7.72E-05,5.41E-05,0.000144778,8.92E-05
OTU_1318,0.8474,0.7317,0.787,0.006,No,D_0__Bacteria,,Bacteria,,,,,,OTU_1318,0.002450772,1.19E-05,1.87E-05,3.10E-05,0,4.43E-05,1.53E-05,1.44E-05,0,9.30E-06,8.77E-06,8.48E-06,9.03E-06,0,0,1.08E-05,0,0.000427008,0.000279177,0,8.66E-06,8.93E-06,8.22E-06,0,1.11E-05,2.05E-05,0,0,0,9.13E-05,6.29E-05,1.01E-05,2.37E-05,1.07E-05,4.33E-05,5.16E-06,9.19E-06,9.80E-06,5.81E-06,1.31E-05,0,0.000281068,0,0,0,0,0,0,0,0,0,7.46E-06,0,0,2.13E-05,1.70E-05,1.52E-05,5.45E-06,0,0,0,0,7.76E-06,4.72E-05,0,9.14E-06,2.57E-05,1.55E-05,7.62E-06,0
OTU_778,0.8969,0.561,0.709,0.043,No,D_0__Bacteria,,Bacteria,,,,,,OTU_778,0.021287968,0,1.87E-05,4.13E-05,0,0.000354221,0.000305528,0,0,0,0,0,0,0.000630001,0.000859554,0.001598669,0,0.000437683,0.000279177,9.40E-05,0,2.68E-05,1.64E-05,0,3.33E-05,0.001700645,0.000862549,0.000380475,0,0.000410828,0.000339757,0,4.75E-06,5.33E-06,0,0,0,0.002088297,0.001540787,0,0,0,0.001626699,4.30E-05,3.91E-05,6.11E-05,6.45E-05,0,6.13E-06,9.97E-05,2.59E-05,6.71E-05,0,0,4.27E-05,5.09E-05,3.04E-05,0,3.03E-05,0,0,5.40E-06,0,0,0,0,0.0001416,6.19E-05,0.000198118,6.54E-05
OTU_1233,0.9375,0.963,0.95,0.001,Yes,D_0__Bacteria,,Bacteria,,,,,,OTU_1233,0.007707974,0,0,0,0,0,1.53E-05,0,0,3.72E-05,5.26E-05,4.24E-05,0.000162593,0,0,0,0,0,0,0,0,2.68E-05,3.29E-05,0,2.22E-05,0,0,0,0,0,0,0,0,1.60E-05,2.17E-05,5.16E-06,9.19E-06,0,0,0,0,1.94E-05,2.58E-05,0.000133758,0.000145105,0.000213696,0.000164211,0.00034095,0.000306607,0.000256494,0.00069201,0.000775679,9.57E-05,1.54E-05,0.000106648,8.49E-05,5.32E-05,2.18E-05,0.000133448,6.16E-05,6.94E-05,0,0.000279382,0.000396425,9.31E-05,0.000100507,5.15E-05,3.09E-05,0.000129539,7.73E-05
OTU_1234,0.8397,0.8519,0.846,0.001,Yes,D_0__Bacteria,,Bacteria,,,,,,OTU_1234,0.015932997,3.56E-05,0,0,0,6.20E-05,3.82E-05,0,0,9.30E-06,0,8.48E-06,0,4.73E-05,2.60E-05,7.56E-05,0,0.000149453,0.000134418,0,0,0,0,0,0,3.07E-05,1.80E-05,4.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001623408,0.000167834,6.21E-05,5.02E-05,6.72E-05,7.04E-05,0.001186769,0.000766518,0.000356242,0.000323369,0.000507175,0,0,0.000327053,0.0003479,0.000159645,4.36E-05,0.001346613,0.002367447,2.89E-05,0,0.000170733,0.000207651,7.16E-06,0,2.57E-05,1.55E-05,6.10E-05,2.38E-05
OTU_1008,0.7095,0.963,0.827,0.005,Yes,D_0__Bacteria,,Bacteria,,,,,,OTU_1008,0.009608006,0,4.67E-05,3.10E-05,0,0.000168255,0.000137487,0.000144378,9.43E-06,0.000102278,5.26E-05,5.94E-05,6.32E-05,0.000322875,0.000234424,9.72E-05,7.51E-05,0.000288231,0.000186118,7.52E-05,0,8.93E-06,8.22E-06,1.08E-05,1.11E-05,1.02E-05,0,4.48E-05,1.02E-05,6.52E-06,6.29E-06,0,0,1.07E-05,7.22E-06,2.06E-05,0,0.000147063,8.72E-05,4.59E-05,5.19E-06,0,6.46E-06,2.39E-05,1.67E-05,6.11E-06,5.86E-06,6.56E-06,6.13E-06,1.42E-05,6.47E-05,5.97E-05,1.20E-05,0,0.000312833,0.000288502,0.000509343,0.000136174,0.00014558,0.000266851,0.000387225,9.19E-05,0.000170733,0.000273722,0.000823198,3.20E-05,0.000102982,0.000123734,0.000160018,4.76E-05
OTU_1093,0.666,1,0.816,0.002,Yes,D_0__Bacteria,,Bacteria,,,,,,OTU_1093,0.018908394,4.75E-05,9.33E-06,2.07E-05,0,0.000283376,9.93E-05,0.000433135,0,0.000130172,0.000140288,0.000127234,9.94E-05,0.0002205,0.000164965,2.16E-05,7.51E-06,0.000192154,0.000206797,0,0,0.000178517,0.000263017,0.000292756,0.00026604,1.02E-05,8.09E-05,6.71E-05,5.12E-06,0.000593418,0.000151003,5.03E-06,0,0.000133355,0.000209395,0.000139202,9.19E-05,0.000225497,0.000255829,6.55E-06,0,0.000281068,0.000180744,0.000291402,0.000357181,0.00020759,0.000228723,0.000609776,0.000447647,0.000185246,0.000161685,0.000335631,0.000878924,0.000285179,9.24E-05,9.33E-05,8.36E-05,6.54E-05,0.000370015,6.16E-05,5.78E-06,5.40E-06,0.00038803,0.000405863,0.001009313,3.65E-05,0.000180218,0.000247467,0.000205738,0.000166582
OTU_618,0.743,0.8889,0.813,0.014,Yes,D_0__Bacteria,,Bacteria,,,,,,OTU_618,0.019772717,1.19E-05,4.67E-05,4.13E-05,0,4.43E-05,1.53E-05,0,0,0.000167364,9.64E-05,0.000237503,0.000135494,0,2.60E-05,6.48E-05,3.00E-05,0.000330931,0.000258497,9.40E-06,0,8.93E-06,9.04E-05,6.51E-05,6.65E-05,2.05E-05,2.70E-05,2.24E-05,2.05E-05,0,0,0,0,0.000330721,0.000310483,0.00032996,0.00025745,0.000480406,0.000494215,6.55E-06,0,0.000489445,0.000161379,0.00039172,0.000546933,0.00061056,0.000568875,0.000216372,0.000208493,6.41E-05,7.76E-05,0.000141711,2.99E-05,0,0.000412371,0.000254561,0.000235666,0.00012528,0.002323211,0.001929538,2.31E-05,0,0.00012417,0.000113264,0,1.37E-05,0.000135164,0.000100534,0.000167638,0.000130886
OTU_94,0.6052,0.963,0.763,0.04,Yes,D_0__Bacteria,Dadabacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,uncultured marine bacterium,uncultured marine bacterium,uncultured marine bacterium,OTU_94,0.234129013,0,1.87E-05,3.10E-05,0.000773207,0,0,0.000187692,0.002405411,0.003310088,0.003472131,0.00302817,0.003568009,7.88E-06,0,6.48E-05,0.002666607,0,0,0.000169202,0.00151611,0.00839031,0.007454897,0.006841814,0.0086463,0.000184407,0.000125788,0.000604284,0.004992524,0,0,0.000115619,0.002569705,0.002955155,0.003061504,0.003887339,0.004146783,1.96E-05,1.74E-05,0.001290864,0.004071281,0,0.000193655,0.008531861,0.008488623,0.009683486,0.008099137,7.21E-05,4.29E-05,0.000876356,6.47E-06,1.49E-05,0.001626308,0.003568593,0.003163882,0.003843869,0.003337337,0.00237487,4.85E-05,1.37E-05,0.000156046,0.001956376,0,9.44E-06,1.43E-05,0.001877647,0.005355063,0.005745882,0.005897817,0.00595532
OTU_485,0.9296,0.8889,0.909,0.001,Yes,D_0__Bacteria,Margulisbacteria,Margulisbacteria,uncultured marine cyanobacterium,uncultured marine cyanobacterium,uncultured marine cyanobacterium,uncultured marine cyanobacterium,uncultured marine cyanobacterium,OTU_485,0.04413431,0,9.33E-06,1.03E-05,0,0,7.64E-06,5.78E-05,0,0.000632264,0.000631297,0.000695546,0.000487778,0,0,0,2.25E-05,0,0,0,0,0.000124962,8.22E-05,0.000119271,0.00013302,0,0,0,3.07E-05,0,0,0,9.50E-06,2.13E-05,2.17E-05,1.55E-05,2.30E-05,0,0,0,0,0,6.46E-06,0.002474526,0.002466779,0.002326235,0.001859107,0,1.23E-05,0.000299243,2.59E-05,2.24E-05,0.000466368,7.71E-05,0.001734803,0.001476453,0.002037372,0.000348605,0,1.37E-05,0.000560609,0.000183748,0,1.89E-05,0.000157481,0.000740094,0.002561677,0.002737607,0.00281175,0.001897849
